0.05,0,3,705.564,0.1221,0.73629
0.05,0,4,1309.07,0.2345,0.968478
0.05,0,5,1952.64,0.3471,1.16256
0.05,0,6,2596.93,0.4586,1.35488
0.05,0,7,3101.77,0.5431,1.54354
0.05,0,8,3606.01,0.6269,1.73196
0.05,0.1,3,1997.88,0.3488,1.13956
0.05,0.1,4,2649.35,0.4855,1.38591
0.05,0.1,5,3227.3,0.6113,1.59247
0.05,0.1,6,3760.71,0.7094,1.69896
0.05,0.1,7,4185.47,0.7833,1.8231
0.05,0.1,8,4578.33,0.8471,1.95088
0.05,0.2,3,2846.68,0.5239,1.18735
0.05,0.2,4,3376.39,0.6692,1.4069
0.05,0.2,5,3843.51,0.7748,1.56549
0.05,0.2,6,4203.38,0.8531,1.64466
0.05,0.2,7,4507.68,0.9046,1.73123
0.05,0.2,8,4774.97,0.9364,1.77672
0.05,0.3,3,3341.31,0.6506,1.12777
0.05,0.3,4,3776.35,0.7819,1.31592
0.05,0.3,5,4125.71,0.8725,1.44843
0.05,0.3,6,4342.41,0.9255,1.52485
0.05,0.3,7,4546.53,0.9563,1.52865
0.05,0.3,8,4742.38,0.9728,1.56067
0.05,0.4,3,3601.43,0.7409,1.10001
0.05,0.4,4,3861.14,0.8556,1.25651
0.05,0.4,5,4112.05,0.9222,1.3384
0.05,0.4,6,4290.62,0.9586,1.36359
0.05,0.4,7,4487.16,0.9783,1.3606
0.05,0.4,8,4713.98,0.9898,1.35172
0.05,0.5,3,3711.82,0.809,1.02904
0.05,0.5,4,3886.54,0.9028,1.16473
0.05,0.5,5,4024.15,0.9547,1.19851
0.05,0.5,6,4253.99,0.978,1.21471
0.05,0.5,7,4455.81,0.99,1.22467
0.05,0.5,8,4645.03,0.9957,1.21659
0.05,0.6,3,3713.83,0.859,0.973352
0.05,0.6,4,3815.31,0.9357,1.07079
0.05,0.6,5,3980.84,0.971,1.09664
0.05,0.6,6,4122.82,0.9867,1.0839
0.05,0.6,7,4357.56,0.9952,1.08228
0.05,0.6,8,4600.97,0.9983,1.05706
0.05,0.7,3,3798.36,0.898,0.941278
0.05,0.7,4,3774.02,0.9583,1.00478
0.05,0.7,5,3943.22,0.9851,1.02338
0.05,0.7,6,4160.95,0.9949,0.977791
0.05,0.7,7,4270.51,0.9982,0.991108
0.05,0.7,8,4541.12,0.999,0.97837
0.05,0.8,3,3653.67,0.9291,0.873158
0.05,0.8,4,3681.69,0.9711,0.901497
0.05,0.8,5,3890.18,0.9908,0.931984
0.05,0.8,6,4095.31,0.9967,0.892529
0.05,0.8,7,4308.66,0.9985,0.902141
0.05,0.8,8,4475.56,0.9992,0.891793
0.1,0,3,1114.98,0.1832,0.747495
0.1,0,4,1805.12,0.3008,0.957221
0.1,0,5,2483.99,0.4221,1.18398
0.1,0,6,3201.37,0.5389,1.37618
0.1,0,7,3779.07,0.6284,1.54741
0.1,0,8,4237.75,0.6973,1.70319
0.1,0.1,3,2304.26,0.3987,1.08188
0.1,0.1,4,3000.87,0.5409,1.31306
0.1,0.1,5,3597.77,0.666,1.48749
0.1,0.1,6,4176.95,0.7638,1.63727
0.1,0.1,7,4667.12,0.8297,1.78347
0.1,0.1,8,4918.83,0.8764,1.81897
0.1,0.2,3,3061.32,0.5589,1.10534
0.1,0.2,4,3631.11,0.6989,1.33525
0.1,0.2,5,4110.59,0.8047,1.46102
0.1,0.2,6,4496.41,0.8743,1.54685
0.1,0.2,7,4814.51,0.9232,1.61467
0.1,0.2,8,5108.73,0.9494,1.6464
0.1,0.3,3,3514.6,0.6754,1.10134
0.1,0.3,4,3934.86,0.8059,1.26933
0.1,0.3,5,4267.23,0.8861,1.37377
0.1,0.3,6,4573.14,0.9375,1.45228
0.1,0.3,7,4849.3,0.9643,1.46126
0.1,0.3,8,5044.23,0.9809,1.49533
0.1,0.4,3,3705.95,0.7509,1.04732
0.1,0.4,4,4075.49,0.8688,1.18413
0.1,0.4,5,4345.74,0.9312,1.25815
0.1,0.4,6,4557.64,0.9687,1.30247
0.1,0.4,7,4813.83,0.9846,1.33294
0.1,0.4,8,4994.41,0.9909,1.28278
0.1,0.5,3,3911.95,0.8302,0.996248
0.1,0.5,4,3960.85,0.9114,1.08194
0.1,0.5,5,4209.3,0.9616,1.13981
0.1,0.5,6,4523.75,0.9826,1.16573
0.1,0.5,7,4681.67,0.992,1.15065
0.1,0.5,8,4886.57,0.997,1.16651
0.1,0.6,3,3891.83,0.8674,0.939985
0.1,0.6,4,4090.13,0.9476,1.04872
0.1,0.6,5,4228.64,0.9786,1.0693
0.1,0.6,6,4458.54,0.9915,1.03863
0.1,0.6,7,4646.86,0.9962,1.03963
0.1,0.6,8,4829.31,0.9984,1.03352
0.1,0.7,3,3862.29,0.9047,0.893245
0.1,0.7,4,3929.17,0.9622,0.961093
0.1,0.7,5,4132,0.9856,0.963981
0.1,0.7,6,4362.15,0.9957,0.973191
0.1,0.7,7,4546.01,0.9975,0.936891
0.1,0.7,8,4732.75,0.9993,0.921989
0.1,0.8,3,3825.36,0.9287,0.856404
0.1,0.8,4,3910.3,0.9768,0.880733
0.1,0.8,5,4082.98,0.9922,0.878628
0.1,0.8,6,4308.8,0.9987,0.874479
0.1,0.8,7,4503.98,0.9994,0.863429
0.1,0.8,8,4673.23,0.9998,0.860748
0.15,0,3,1427.28,0.2277,0.747404
0.15,0,4,2212.44,0.3603,0.976586
0.15,0,5,3013.99,0.4912,1.18521
0.15,0,6,3738.84,0.6051,1.37839
0.15,0,7,4367.67,0.6984,1.53198
0.15,0,8,4866.58,0.7659,1.67847
0.15,0.1,3,2561.29,0.4334,1.01881
0.15,0.1,4,3203.18,0.5651,1.24185
0.15,0.1,5,3884.73,0.6891,1.41494
0.15,0.1,6,4511.88,0.7986,1.58256
0.15,0.1,7,4968.35,0.8576,1.65986
0.15,0.1,8,5353.93,0.9099,1.72666
0.15,0.2,3,3317.55,0.5867,1.07305
0.15,0.2,4,3883.4,0.7266,1.28019
0.15,0.2,5,4365.02,0.8165,1.39279
0.15,0.2,6,4780.78,0.8965,1.48364
0.15,0.2,7,5109.17,0.9389,1.54363
0.15,0.2,8,5425.79,0.9625,1.57699
0.15,0.3,3,3700.3,0.6915,1.05682
0.15,0.3,4,4129.14,0.8242,1.2041
0.15,0.3,5,4514.8,0.9018,1.31279
0.15,0.3,6,4825.47,0.9487,1.3718
0.15,0.3,7,5078.72,0.9711,1.36823
0.15,0.3,8,5349.43,0.9842,1.40095
0.15,0.4,3,3916.9,0.7798,1.01576
0.15,0.4,4,4263.82,0.8834,1.15365
0.15,0.4,5,4613.06,0.9451,1.2191
0.15,0.4,6,4761.38,0.9741,1.24124
0.15,0.4,7,5059.37,0.9861,1.23269
0.15,0.4,8,5231.36,0.9941,1.22162
0.15,0.5,3,4017.11,0.8416,0.955291
0.15,0.5,4,4202.13,0.9216,1.06171
0.15,0.5,5,4467.94,0.9653,1.10657
0.15,0.5,6,4741.97,0.9853,1.11793
0.15,0.5,7,4922.18,0.993,1.10897
0.15,0.5,8,5159.62,0.998,1.09939
0.15,0.6,3,3975.69,0.8767,0.913133
0.15,0.6,4,4175.21,0.9501,0.994737
0.15,0.6,5,4457.13,0.9812,1.01449
0.15,0.6,6,4651.69,0.9926,1.00581
0.15,0.6,7,4854.66,0.9972,0.995008
0.15,0.6,8,5029.13,0.9991,0.980603
0.15,0.7,3,3988.8,0.9186,0.874749
0.15,0.7,4,4143.49,0.9677,0.922964
0.15,0.7,5,4340.52,0.989,0.943347
0.15,0.7,6,4567.17,0.9966,0.910662
0.15,0.7,7,4790.76,0.9984,0.906473
0.15,0.7,8,5006.33,0.9997,0.918179
0.15,0.8,3,3945.21,0.937,0.807413
0.15,0.8,4,4075.27,0.9793,0.848859
0.15,0.8,5,4311.45,0.9927,0.849814
0.15,0.8,6,4557.54,0.9986,0.844693
0.15,0.8,7,4763.33,0.9997,0.832543
0.15,0.8,8,4905.59,0.9997,0.827184
0.2,0,3,1841.12,0.2865,0.742366
0.2,0,4,2620.92,0.4143,0.981125
0.2,0,5,3455.32,0.5544,1.19612
0.2,0,6,4257.17,0.6646,1.34197
0.2,0,7,4861.81,0.7487,1.4911
0.2,0,8,5327.1,0.8069,1.63154
0.2,0.1,3,2885.58,0.4806,0.990986
0.2,0.1,4,3580.26,0.6194,1.18092
0.2,0.1,5,4317.23,0.7414,1.36532
0.2,0.1,6,4839.79,0.8231,1.4704
0.2,0.1,7,5298.01,0.8824,1.5776
0.2,0.1,8,5693.81,0.9202,1.63787
0.2,0.2,3,3444.23,0.6105,1.01233
0.2,0.2,4,4072.48,0.748,1.23043
0.2,0.2,5,4632.65,0.8502,1.33494
0.2,0.2,6,5022.35,0.9078,1.41827
0.2,0.2,7,5374.12,0.948,1.47385
0.2,0.2,8,5725.01,0.9697,1.4775
0.2,0.3,3,3864.34,0.7294,0.98891
0.2,0.3,4,4311.41,0.8311,1.14237
0.2,0.3,5,4812.6,0.9135,1.26354
0.2,0.3,6,5157.86,0.9541,1.31206
0.2,0.3,7,5382.19,0.9746,1.30795
0.2,0.3,8,5599.11,0.986,1.31258
0.2,0.4,3,4000.96,0.7899,0.983126
0.2,0.4,4,4409.8,0.9012,1.10142
0.2,0.4,5,4722.01,0.95,1.17494
0.2,0.4,6,4974.92,0.9758,1.19134
0.2,0.4,7,5286.28,0.9903,1.1734
0.2,0.4,8,5532.77,0.9961,1.17693
0.2,0.5,3,4133.81,0.8536,0.940614
0.2,0.5,4,4363.26,0.9297,1.01531
0.2,0.5,5,4675.58,0.9677,1.071
0.2,0.5,6,4937.74,0.9884,1.08783
0.2,0.5,7,5204.5,0.9959,1.06894
0.2,0.5,8,5420.51,0.9981,1.04519
0.2,0.6,3,4088.51,0.8935,0.882954
0.2,0.6,4,4389.4,0.953,0.964554
0.2,0.6,5,4609.96,0.9806,0.978437
0.2,0.6,6,4891,0.9948,0.965585
0.2,0.6,7,5043.44,0.9987,0.964699
0.2,0.6,8,5306.48,0.9991,0.949815
0.2,0.7,3,4103.82,0.9163,0.838435
0.2,0.7,4,4349.19,0.9748,0.910735
0.2,0.7,5,4559.09,0.9917,0.915831
0.2,0.7,6,4781.48,0.9977,0.884142
0.2,0.7,7,4987.32,0.9991,0.887272
0.2,0.7,8,5222.58,0.9997,0.872878
0.2,0.8,3,4021.16,0.9425,0.802599
0.2,0.8,4,4195.97,0.9812,0.812254
0.2,0.8,5,4508.82,0.9945,0.827099
0.2,0.8,6,4727.79,0.9981,0.799044
0.2,0.8,7,4943.02,0.9996,0.806275
0.2,0.8,8,5147.12,0.9996,0.804834
0.25,0,3,2145.16,0.3326,0.752724
0.25,0,4,3043.77,0.4766,0.988938
0.25,0,5,3925.52,0.6039,1.15702
0.25,0,6,4680.67,0.7147,1.34049
0.25,0,7,5259.01,0.7882,1.47823
0.25,0,8,5781.29,0.8517,1.60111
0.25,0.1,3,3044.02,0.5058,0.925777
0.25,0.1,4,3896.19,0.6632,1.16494
0.25,0.1,5,4590.97,0.7734,1.32829
0.25,0.1,6,5174.94,0.8519,1.43075
0.25,0.1,7,5562.3,0.9065,1.51872
0.25,0.1,8,5962.1,0.9412,1.54246
0.25,0.2,3,3652.24,0.6373,0.995046
0.25,0.2,4,4361.41,0.7758,1.17296
0.25,0.2,5,4944.82,0.8715,1.28236
0.25,0.2,6,5388.94,0.9288,1.33379
0.25,0.2,7,5753.76,0.9605,1.36613
0.25,0.2,8,5977.66,0.9785,1.42481
0.25,0.3,3,3970.22,0.74,0.984807
0.25,0.3,4,4546.07,0.854,1.12256
0.25,0.3,5,5012.16,0.9264,1.22016
0.25,0.3,6,5324.93,0.9628,1.23577
0.25,0.3,7,5611.24,0.98,1.26477
0.25,0.3,8,5858.12,0.9898,1.25511
0.25,0.4,3,4122.72,0.8084,0.940499
0.25,0.4,4,4599.72,0.9072,1.04924
0.25,0.4,5,4980.1,0.9574,1.11506
0.25,0.4,6,5214.9,0.98,1.12526
0.25,0.4,7,5491.38,0.9911,1.12006
0.25,0.4,8,5746.2,0.9955,1.12787
0.25,0.5,3,4259.87,0.8636,0.910925
0.25,0.5,4,4612.29,0.9381,0.996666
0.25,0.5,5,4929.88,0.9752,1.03098
0.25,0.5,6,5222.59,0.9911,1.03236
0.25,0.5,7,5336.33,0.9955,1.03628
0.25,0.5,8,5523.61,0.9982,1.02934
0.25,0.6,3,4247.99,0.9002,0.844789
0.25,0.6,4,4567.58,0.9611,0.927213
0.25,0.6,5,4801.95,0.985,0.939558
0.25,0.6,6,5112.1,0.9952,0.947122
0.25,0.6,7,5365.11,0.9981,0.925577
0.25,0.6,8,5507.33,0.9991,0.913038
0.25,0.7,3,4230.51,0.9286,0.813153
0.25,0.7,4,4424.38,0.9734,0.857177
0.25,0.7,5,4753.68,0.9917,0.864742
0.25,0.7,6,5011.92,0.9966,0.863907
0.25,0.7,7,5216.26,0.9992,0.839405
0.25,0.7,8,5418.52,0.9999,0.828867
0.25,0.8,3,4187.35,0.9461,0.767367
0.25,0.8,4,4439.29,0.9836,0.802859
0.25,0.8,5,4676.85,0.9961,0.800226
0.25,0.8,6,4921.53,0.999,0.791279
0.25,0.8,7,5142.11,0.9996,0.774972
0.25,0.8,8,5305.2,0.9998,0.773947
0.3,0,3,2486.15,0.3766,0.734036
0.3,0,4,3424.33,0.5249,0.976483
0.3,0,5,4306.51,0.6539,1.16231
0.3,0,6,5008.86,0.7498,1.33768
0.3,0,7,5663.79,0.831,1.47245
0.3,0,8,6153.89,0.884,1.5704
0.3,0.1,3,3315.25,0.5426,0.918129
0.3,0.1,4,4153.38,0.6865,1.12186
0.3,0.1,5,4920.01,0.8042,1.26498
0.3,0.1,6,5424.52,0.8773,1.36416
0.3,0.1,7,5970.11,0.925,1.42686
0.3,0.1,8,6231.01,0.9509,1.47728
0.3,0.2,3,3873.31,0.6734,0.944207
0.3,0.2,4,4537.63,0.7986,1.13412
0.3,0.2,5,5083.56,0.8851,1.21172
0.3,0.2,6,5569.1,0.938,1.30609
0.3,0.2,7,5944.68,0.9698,1.33772
0.3,0.2,8,6185.73,0.9801,1.34777
0.3,0.3,3,4195.8,0.7635,0.935053
0.3,0.3,4,4800.5,0.8755,1.07331
0.3,0.3,5,5208.86,0.9382,1.15433
0.3,0.3,6,5611.45,0.9694,1.1853
0.3,0.3,7,5871.36,0.9879,1.21029
0.3,0.3,8,6090.29,0.9926,1.19134
0.3,0.4,3,4314.04,0.8219,0.915516
0.3,0.4,4,4733.8,0.9143,1.02325
0.3,0.4,5,5112.42,0.9602,1.0893
0.3,0.4,6,5458.41,0.9842,1.09831
0.3,0.4,7,5600.47,0.9935,1.07415
0.3,0.4,8,5855.75,0.9973,1.0644
0.3,0.5,3,4352.83,0.8719,0.858501
0.3,0.5,4,4730.85,0.9426,0.96056
0.3,0.5,5,5114.1,0.9788,0.997543
0.3,0.5,6,5323,0.9905,0.98446
0.3,0.5,7,5668.67,0.9975,0.976975
0.3,0.5,8,5808.9,0.9989,0.949308
0.3,0.6,3,4383.14,0.9067,0.826491
0.3,0.6,4,4732.01,0.9656,0.903219
0.3,0.6,5,5011.2,0.9866,0.901358
0.3,0.6,6,5273.33,0.9954,0.920404
0.3,0.6,7,5489.58,0.9993,0.90427
0.3,0.6,8,5716.23,0.9993,0.884395
0.3,0.7,3,4324.35,0.9313,0.791928
0.3,0.7,4,4653.65,0.9755,0.843362
0.3,0.7,5,4881.47,0.9927,0.846389
0.3,0.7,6,5171.89,0.998,0.831096
0.3,0.7,7,5411.33,0.9994,0.815955
0.3,0.7,8,5614.04,0.9999,0.812745
0.3,0.8,3,4292.29,0.952,0.748982
0.3,0.8,4,4553.48,0.9854,0.770075
0.3,0.8,5,4908.22,0.9965,0.76871
0.3,0.8,6,5087.64,0.9993,0.756578
0.3,0.8,7,5351.23,0.9995,0.762093
0.3,0.8,8,5514.51,1,0.75892
0.35,0,3,2811.16,0.4237,0.73494
0.35,0,4,3866.53,0.5782,0.95008
0.35,0,5,4666.04,0.6965,1.15159
0.35,0,6,5415.67,0.7936,1.30723
0.35,0,7,5992.86,0.8614,1.42674
0.35,0,8,6458.91,0.9035,1.50385
0.35,0.1,3,3486.84,0.5693,0.877462
0.35,0.1,4,4362.46,0.712,1.07963
0.35,0.1,5,5137.03,0.8305,1.22748
0.35,0.1,6,5804.14,0.8943,1.28969
0.35,0.1,7,6204.95,0.9389,1.38065
0.35,0.1,8,6539.56,0.9639,1.41798
0.35,0.2,3,4049.52,0.6937,0.911049
0.35,0.2,4,4865.28,0.8236,1.08244
0.35,0.2,5,5321.05,0.8943,1.18388
0.35,0.2,6,5804.12,0.9438,1.24067
0.35,0.2,7,6144.79,0.9739,1.24485
0.35,0.2,8,6435.05,0.9841,1.27552
0.35,0.3,3,4287.4,0.7739,0.909094
0.35,0.3,4,4918.94,0.8867,1.0251
0.35,0.3,5,5375.3,0.9396,1.0963
0.35,0.3,6,5722.09,0.9713,1.17856
0.35,0.3,7,6012.21,0.9871,1.15286
0.35,0.3,8,6304.99,0.9942,1.15113
0.35,0.4,3,4509.62,0.8414,0.881577
0.35,0.4,4,4961.46,0.9258,0.982519
0.35,0.4,5,5296.39,0.9663,1.03617
0.35,0.4,6,5690.65,0.9862,1.02934
0.35,0.4,7,5905.7,0.9949,1.04173
0.35,0.4,8,6131.46,0.9981,1.02869
0.35,0.5,3,4523.25,0.8768,0.841728
0.35,0.5,4,4873.87,0.9463,0.934773
0.35,0.5,5,5278.86,0.9817,0.958653
0.35,0.5,6,5621.73,0.9937,0.954964
0.35,0.5,7,5825.99,0.9972,0.946966
0.35,0.5,8,6071.2,0.999,0.939564
0.35,0.6,3,4441.72,0.9137,0.810135
0.35,0.6,4,4803.39,0.9649,0.858137
0.35,0.6,5,5169.75,0.9883,0.862223
0.35,0.6,6,5416.41,0.9959,0.869316
0.35,0.6,7,5732.36,0.9988,0.849321
0.35,0.6,8,5852.98,0.9997,0.846206
0.35,0.7,3,4457.8,0.9324,0.770087
0.35,0.7,4,4819.76,0.9803,0.814061
0.35,0.7,5,5059.57,0.9951,0.815677
0.35,0.7,6,5356.2,0.9994,0.805581
0.35,0.7,7,5652.7,0.9994,0.787686
0.35,0.7,8,5834.09,1,0.78464
0.35,0.8,3,4407.69,0.9516,0.72692
0.35,0.8,4,4814.14,0.9864,0.747968
0.35,0.8,5,5073.52,0.9965,0.757752
0.35,0.8,6,5396.72,0.9995,0.731076
0.35,0.8,7,5554.36,0.9997,0.728926
0.35,0.8,8,5740.47,1,0.72948
0.4,0,3,3015.3,0.4535,0.747083
0.4,0,4,4163.97,0.6206,0.955811
0.4,0,5,5044.82,0.7395,1.12408
0.4,0,6,5809.6,0.8287,1.26093
0.4,0,7,6295.02,0.8829,1.38318
0.4,0,8,6798.64,0.9293,1.44391
0.4,0.1,3,3753.14,0.602,0.855289
0.4,0.1,4,4735.44,0.7517,1.02178
0.4,0.1,5,5413.48,0.8517,1.18923
0.4,0.1,6,5978.32,0.9151,1.26319
0.4,0.1,7,6414.99,0.9484,1.29032
0.4,0.1,8,6785.4,0.9703,1.35076
0.4,0.2,3,4241.17,0.715,0.873655
0.4,0.2,4,4995.6,0.8433,1.05756
0.4,0.2,5,5582.34,0.9133,1.12586
0.4,0.2,6,6050.97,0.9541,1.19221
0.4,0.2,7,6372.04,0.9797,1.20728
0.4,0.2,8,6643.94,0.9895,1.2221
0.4,0.3,3,4415.71,0.7853,0.883806
0.4,0.3,4,5158.28,0.9037,1.02452
0.4,0.3,5,5518.63,0.9454,1.08148
0.4,0.3,6,5931.42,0.979,1.07836
0.4,0.3,7,6215.19,0.9887,1.10009
0.4,0.3,8,6522.48,0.9968,1.08063
0.4,0.4,3,4546.67,0.8477,0.863354
0.4,0.4,4,5106.4,0.9293,0.946872
0.4,0.4,5,5462.3,0.973,0.991182
0.4,0.4,6,5847.75,0.9867,0.998121
0.4,0.4,7,6095.23,0.9959,1.00316
0.4,0.4,8,6363.2,0.9987,0.981836
0.4,0.5,3,4634.48,0.8888,0.839629
0.4,0.5,4,5023.85,0.9537,0.89624
0.4,0.5,5,5467.36,0.9854,0.91813
0.4,0.5,6,5747.73,0.9948,0.914113
0.4,0.5,7,6022.67,0.9973,0.90051
0.4,0.5,8,6215.78,0.9992,0.892834
0.4,0.6,3,4672.58,0.9253,0.794619
0.4,0.6,4,5056.03,0.9746,0.846243
0.4,0.6,5,5380.34,0.9914,0.848235
0.4,0.6,6,5610.45,0.9972,0.831769
0.4,0.6,7,5877.79,0.9993,0.819532
0.4,0.6,8,6076,0.9999,0.82045
0.4,0.7,3,4543.59,0.9388,0.760628
0.4,0.7,4,4946.63,0.9823,0.776581
0.4,0.7,5,5243.69,0.9944,0.790778
0.4,0.7,6,5561.86,0.9987,0.781778
0.4,0.7,7,5827.34,0.9996,0.762115
0.4,0.7,8,5976.03,0.9998,0.761376
0.4,0.8,3,4478.62,0.9581,0.704823
0.4,0.8,4,4838.06,0.9873,0.743575
0.4,0.8,5,5141.93,0.9969,0.732787
0.4,0.8,6,5446.94,0.9994,0.71928
0.4,0.8,7,5679.33,0.9993,0.712938
0.4,0.8,8,5879.42,0.9999,0.703782
