"","Year","Month","Stock_lag_MV","Stock_Excess_Vw_Ret","Bond_lag_MV","Bond_Excess_Vw_Ret"
"1",1926,1,26829,-0.0027031324914741,809,0.0104437648241038
"2",1926,2,27017,-0.0367630225050675,809,0.0033860892487021
"3",1926,3,26127,-0.0677395168450472,809,0.00110321880494438
"4",1926,4,24324,0.0338993088856355,809,0.00436884442113721
"5",1926,5,25270,0.0119198886602593,809,0.0011298106499382
"6",1926,6,25492,0.051200851263908,809,0.00029077130815822
"7",1926,7,26449,0.029570392897304,809,-0.00150949505228677
"8",1926,8,27318,0.0263764974146327,809,-0.0021266945437
"9",1926,9,28348,0.00363720068932455,809,0.0014956187684796
"10",1926,10,28154,-0.0324351250846048,809,0.00642836156378245
"11",1926,11,27254,0.0253478500076986,809,0.0120789568264524
"12",1926,12,28273,0.0262030953475753,809,0.00471759816749073
"13",1927,1,29609,-0.00056351062044176,809,0.004793338507911
"14",1927,2,29747,0.0417271796901413,809,0.00621466436736712
"15",1927,3,31084,0.00129979242866349,809,0.0212024626891224
"16",1927,4,31125,0.00459695466458358,809,-0.00269270829419036
"17",1927,5,31348,0.0544447602767618,809,0.00742353607775031
"18",1927,6,33433,-0.0233857400765075,809,-0.00897626180840544
"19",1927,7,32614,0.0725715810656335,809,0.00206421090185414
"20",1927,8,34753,0.0196539329072978,809,0.00453751460494438
"21",1927,9,35717,0.0476300170216593,809,0.00013859222249691
"22",1927,10,38809,-0.0430911874019276,809,0.00759525536118665
"23",1927,11,37223,0.0652547747837504,809,0.00709525235562423
"24",1927,12,39337,0.0208796193248464,809,0.00479122114289246
"25",1928,1,40835,-0.00547380167111242,809,-0.0049881442039555
"26",1928,2,39846,-0.0169535139461862,809,0.00259426410210136
"27",1928,3,39287,0.0880172836896195,809,0.00148300913671199
"28",1928,4,42827,0.0425199872239211,809,-0.00271843126081582
"29",1928,5,44713,0.0155217353371712,809,-0.0104639047354759
"30",1928,6,45377,-0.048522342345435,809,0.00013406078170581
"31",1928,7,43569,0.00627492123107503,809,-0.0264603062113721
"32",1928,8,44205,0.0667844882993218,809,0.00412529484252163
"33",1928,9,47171,0.0287448451709994,809,-0.00769351508899876
"34",1928,10,48888,0.014579539843028,809,0.0126203614747837
"35",1928,11,49989,0.11797604888371,809,-0.00241621781557478
"36",1928,12,55994,0.00081483517846105,809,-0.00287296144449938
"37",1929,1,58150,0.0467215146928993,809,-0.0119286657923362
"38",1929,2,61547,-0.0033233992378858,809,-0.0180803910333745
"39",1929,3,60991,-0.00843271278688402,809,-0.0170963339245983
"40",1929,4,61018,0.0143107643859866,809,0.0224174352163164
"41",1929,5,63425,-0.0636680533410137,809,-0.0197254578899876
"42",1929,6,60636,0.09698336916678,809,0.00527862291495674
"43",1929,7,66272,0.0424861403901038,809,-0.00385932364647713
"44",1929,8,69479,0.0835136753552193,809,-0.00707036226823239
"45",1929,9,76628,-0.0542192325015232,809,-0.00214290436749073
"46",1929,10,73826,-0.200063477544556,809,0.032227222405068
"47",1929,11,59875,-0.127138659981047,809,0.0164592912810878
"48",1929,12,52552,0.0133160623065624,809,-0.0108063941322621
"49",1930,1,55149,0.0560539392673276,809,-0.00553689300370828
"50",1930,2,58903,0.0250352987435282,809,0.00961867418046972
"51",1930,3,60287,0.0710431592080307,809,0.00550103000828183
"52",1930,4,64876,-0.0205323812375816,809,-0.00311549389122373
"53",1930,5,63867,-0.0166033679165452,809,0.0119622960852905
"54",1930,6,62984,-0.162383702821711,809,0.000970615804449938
"55",1930,7,53081,0.0411709065175755,809,0.0033681171394314
"56",1930,8,56400,0.00331533869473495,809,0.00142787118541409
"57",1930,9,56304,-0.127524192400557,809,0.00538348315500618
"58",1930,10,48995,-0.0878266750854938,809,0.00273612060321384
"59",1930,11,45122,-0.0301073833064017,809,0.00311713711681088
"60",1930,12,43781,-0.0782848966211246,809,-0.00781606543510507
"61",1931,1,40641,0.063271896318677,809,-0.0114821523807169
"62",1931,2,43180,0.108759029052755,809,0.0076618730723115
"63",1931,3,47701,-0.0639023181328599,809,0.007980978876267
"64",1931,4,44250,-0.0998836624161427,809,0.00759332218084055
"65",1931,5,39929,-0.132402035223763,809,0.0134216064737948
"66",1931,6,34608,0.139269132310556,809,0.000315269986402967
"67",1931,7,39210,-0.0661861150930317,809,-0.0041061344487021
"68",1931,8,36390,0.00402993572290446,809,0.000928941200247219
"69",1931,9,36280,-0.289477902123896,809,-0.0266110493955501
"70",1931,10,25210,0.0805761105769306,1564,-0.0405347615019182
"71",1931,11,27189,-0.0907552996616472,1564,-0.0020653727463555
"72",1931,12,24563,-0.135737078231361,1564,-0.042394612084399
"73",1932,1,21163,-0.0158075574649995,1564,-0.00786732150735294
"74",1932,2,20880,0.0554150386874604,1564,0.0331525545037084
"75",1932,3,21909,-0.111779667760445,1564,0.000347342972762148
"76",1932,4,19350,-0.179528863927846,1564,0.0448507314482097
"77",1932,5,15835,-0.203790931759885,1564,-0.0227685116393862
"78",1932,6,12434,-0.0070030510234792,1564,0.013523174923977
"79",1932,7,12102,0.338376123375015,1564,0.0343165844429028
"80",1932,8,16216,0.370707676126053,1564,0.00531821188836317
"81",1932,9,22154,-0.0293615469125813,1564,0.00849120985038363
"82",1932,10,21355,-0.131726540950382,1564,-0.00517039918734015
"83",1932,11,18451,-0.058765290872812,1564,0.00687554203925831
"84",1932,12,17271,0.0440317756665866,1564,0.0162498996572251
"85",1933,1,17911,0.0125113225721637,1564,0.0142326849866368
"86",1933,2,18159,-0.152449121427065,1564,-0.033891210923913
"87",1933,3,15150,0.0314561806716661,1564,0.0149462420159847
"88",1933,4,15472,0.388467891865051,1564,-0.00248031692519182
"89",1933,5,21624,0.214295252365542,1564,0.0256899149940537
"90",1933,6,26211,0.130749875767922,1564,0.00725456077097187
"91",1933,7,29564,-0.0963154205299366,1564,-0.00199396507736573
"92",1933,8,26710,0.120347726674292,1564,0.00910429024744245
"93",1933,9,29830,-0.106532916795189,1564,-0.000378472957480818
"94",1933,10,26545,-0.0835916600423777,1564,-0.00401249070242967
"95",1933,11,24311,0.0996755166667926,1564,-0.02331811557289
"96",1933,12,26721,0.018251231391896,1564,-0.00087417556387468
"97",1934,1,27076,0.126067000834465,1564,0.0151788440330563
"98",1934,2,30457,-0.0249895601511852,1564,0.0127305147549872
"99",1934,3,29613,0.00092291791715957,1564,0.0172912968264706
"100",1934,4,29505,-0.0178837439896814,1564,0.0110989073056905
"101",1934,5,29030,-0.0726275573212502,1564,0.014511120065665
"102",1934,6,26803,0.0264487417379876,1564,0.00951120073599744
"103",1934,7,27296,-0.109609528148599,1564,0.00392113400850384
"104",1934,8,24281,0.0558325371978115,1564,-0.00860961993094629
"105",1934,9,25878,-0.00230035741011566,1564,-0.0166568007282609
"106",1934,10,25714,-0.0166742977422247,1564,0.0195377007659207
"107",1934,11,25426,0.0832496351574994,1564,0.0058227437266624
"108",1934,12,27472,0.00359916800030164,1564,0.0114947821150895
"109",1935,1,27412,-0.0344643792868468,2055,0.0166746399379075
"110",1935,2,26280,-0.0196003900526397,2055,0.0123971408228224
"111",1935,3,25374,-0.0368047250036686,2055,0.0030045639107056
"112",1935,4,24444,0.0905459170326647,4666,0.00780428774892842
"113",1935,5,26922,0.0346497009273584,4666,-0.00261243541748821
"114",1935,6,27782,0.0592527831811008,4666,0.0072344240781183
"115",1935,7,29207,0.0747915683165065,4666,0.0031817916932276
"116",1935,8,31396,0.0265168272957371,4666,-0.0143069966603086
"117",1935,9,32211,0.0262260840042288,4666,-0.00125293939867124
"118",1935,10,32908,0.0702940200833114,4666,0.00756734084303472
"119",1935,11,35145,0.0488015495589724,4666,0.00013127915747964
"120",1935,12,36687,0.0455925818236501,4666,0.00586614679657094
"121",1936,1,38446,0.0688522691473369,4666,0.0041380531537934
"122",1936,2,41054,0.0248944418016485,4666,0.00957893118729104
"123",1936,3,41641,0.0099125637601398,4666,0.00946903516234462
"124",1936,4,42170,-0.081378946480218,5889,0.00380667046748175
"125",1936,5,39192,0.0519199867481254,5889,0.0037945621979623
"126",1936,6,41077,0.0239920180359393,5889,0.000940440551061301
"127",1936,7,42029,0.0667208253901877,7515,0.00537171282444444
"128",1936,8,44781,0.0098921651476871,7515,0.00971876139745842
"129",1936,9,45038,0.00977582336817771,7515,-0.00107637349393214
"130",1936,10,45385,0.0714842379229426,8496,0.00115879805294256
"131",1936,11,48631,0.0326816306336237,8496,0.0190477607868997
"132",1936,12,49935,0.00210525117609509,8496,0.00412746635244821
"133",1937,1,50074,0.0335679483523486,10282,-0.000978104580519354
"134",1937,2,51753,0.010866425992517,10282,0.00484227613923361
"135",1937,3,52325,-0.00255979647617378,10282,-0.0374517111795371
"136",1937,4,52277,-0.0736979001780647,10282,0.00135650342106594
"137",1937,5,48502,-0.00834523957762938,10282,0.00706104831407314
"138",1937,6,47908,-0.0420956756839869,10282,-0.000951280224606108
"139",1937,7,45901,0.0891011521157389,10282,0.0131006657334079
"140",1937,8,49871,-0.0486211704469031,10282,-0.0106456214543863
"141",1937,9,47370,-0.136135559495447,10282,0.00426507049089671
"142",1937,10,40805,-0.0960822667064997,10282,0.00414835079879401
"143",1937,11,36951,-0.0830651385427678,10282,0.00909690118624781
"144",1937,12,33321,-0.0423917683003982,10282,0.00818719837077417
"145",1938,1,31688,0.00487785525219118,10282,0.00600514989046878
"146",1938,2,32032,0.0583905189219796,10282,0.00483335581321727
"147",1938,3,33701,-0.238295750348267,10282,-0.00479762588825131
"148",1938,4,25529,0.145055625068209,10732,0.0212343064996366
"149",1938,5,29266,-0.038238557694495,10732,0.00449573371246739
"150",1938,6,28026,0.238740195262343,10732,0.00321375897834514
"151",1938,7,34527,0.0734338339356046,11650,0.00442289636571674
"152",1938,8,37057,-0.0267207567584237,11650,0.000417950303733906
"153",1938,9,35951,0.00810655142191947,11650,0.000587394962008584
"154",1938,10,36076,0.0780059013982475,12835,0.0100957070949981
"155",1938,11,38867,-0.0178087310685514,12835,-0.00245954699696143
"156",1938,12,37977,0.0418918010853196,12835,0.00868983853661083
"157",1939,1,39142,-0.0595021794246715,15021,0.00556043507265828
"158",1939,2,36785,0.0350706436210762,15021,0.00824121149830903
"159",1939,3,38033,-0.119857336227244,15021,0.0120949365700885
"160",1939,4,33278,-0.00182819226342778,15021,0.00827267626729911
"161",1939,5,33219,0.06803817374427,15021,0.0172217102852473
"162",1939,6,35362,-0.0531374931733327,15021,-0.00409278422215565
"163",1939,7,33340,0.10220980606053,15021,0.0108974643841489
"164",1939,8,36610,-0.0667768996252737,15021,-0.0197788726114773
"165",1939,9,34009,0.168766481320411,15021,-0.0457769338097996
"166",1939,10,39613,-0.00528162985518798,15021,0.0362527239409094
"167",1939,11,39366,-0.0362241289231873,15021,0.0159772391294654
"168",1939,12,37616,0.0302755966919563,15021,0.0109401917955862
"169",1940,1,38540,-0.0240403971600664,16710,-0.000835290406487133
"170",1940,2,37680,0.014422958625813,16710,0.00237018541534411
"171",1940,3,38047,0.0204606166511574,16710,0.0165617027941113
"172",1940,4,38703,0.00231045491983473,16710,-0.000997108798994614
"173",1940,5,38727,-0.219487153688102,16710,-0.0283189085168163
"174",1940,6,30020,0.0666915052002708,16710,0.0249654324913285
"175",1940,7,31867,0.0317048841751866,16710,0.00236775065205266
"176",1940,8,32824,0.0219246814239482,17390,0.00360197272357102
"177",1940,9,33327,0.023903301906544,17390,0.00979434720314549
"178",1940,10,34001,0.0303728765095005,17390,0.00512002848857389
"179",1940,11,34975,-0.0161150456292147,18114,0.0174786022451805
"180",1940,12,34097,0.00708281713751361,18114,0.0053685187702937
"181",1941,1,34189,-0.041707244751609,18114,-0.0174483207800044
"182",1941,2,32729,-0.0143071443355531,18114,-0.000991827308512752
"183",1941,3,32075,0.00843815851436966,18114,0.00768573059507011
"184",1941,4,32170,-0.0545673893607399,19229,0.0127542330294919
"185",1941,5,30368,0.0138508405822712,20252,0.00198222993743828
"186",1941,6,30555,0.0582960898973888,20252,0.00683360515026664
"187",1941,7,32125,0.0589232488122947,21700,0.00410754648942857
"188",1941,8,33985,-0.00175137730059965,21700,-0.00116694089056682
"189",1941,9,33747,-0.00873391616269954,21700,-0.0010857576633871
"190",1941,10,33303,-0.0525178734971203,21700,0.00937300790202304
"191",1941,11,31509,-0.0192277093092403,24416,-0.00184893700315367
"192",1941,12,30498,-0.0487956073203125,24416,-0.0167811565725754
"193",1942,1,28843,0.00792342297744675,24926,-0.00025876875579716
"194",1942,2,29027,-0.0245952470210075,25940,-0.00266364437287972
"195",1942,3,28125,-0.0658037910514405,27440,0.0130563957821939
"196",1942,4,26106,-0.0437218456157694,27440,-0.0018823179064395
"197",1942,5,24927,0.0594695312126387,27440,0.00601717963963921
"198",1942,6,26229,0.0269403464461914,28732,-2.86207198385076e-05
"199",1942,7,26736,0.0351187787049341,28732,0.000666895595771265
"200",1942,8,27616,0.0179399150036525,32947,0.00122710484445018
"201",1942,9,27956,0.0260652288666405,32947,-0.000216086033432483
"202",1942,10,28522,0.0681214944259121,32947,0.0023364216046074
"203",1942,11,30410,0.00148044186110431,34909,-0.000917328848660804
"204",1942,12,30154,0.0512229174795129,34909,0.00261703608727835
"205",1943,1,31458,0.0712840025160788,40800,0.00396267646832353
"206",1943,2,33676,0.0614800757992768,40800,0.00125141216470098
"207",1943,3,35608,0.0601574924951719,40800,0.000828059116909314
"208",1943,4,37568,0.00813669813446571,40800,0.00514298254482108
"209",1943,5,37794,0.0573426102953054,40800,0.00724050855041912
"210",1943,6,39779,0.0181915897699736,49501,0.00386677076111594
"211",1943,7,40337,-0.0476828098456249,49501,-0.000347518122894487
"212",1943,8,38809,0.0131637198103599,52208,0.000352038040214143
"213",1943,9,39212,0.0239840407893115,52208,0.00223108712791526
"214",1943,10,39978,-0.0114626873354264,52208,0.000871270964325391
"215",1943,11,39597,-0.0590761266428567,64032,-0.000340571659368753
"216",1943,12,36815,0.0636174083725929,64032,0.00169341135581897
"217",1944,1,38935,0.0173713095920777,64032,0.00173136115215517
"218",1944,2,39792,0.0036873055968971,64032,0.00382582277669447
"219",1944,3,39769,0.0246767720765979,73051,0.00116446552783398
"220",1944,4,40559,-0.0168674803096794,76799,0.00146446966820922
"221",1944,5,39800,0.0505915934547373,76799,0.00181120326084715
"222",1944,6,41596,0.0549385387024629,76799,0.00157730475142645
"223",1944,7,43714,-0.014881685822553,76799,0.00241110660647925
"224",1944,8,43069,0.0157135998250762,82624,0.00268867057184837
"225",1944,9,43568,8.4693168349282e-05,82624,0.000219100027127711
"226",1944,10,43441,0.00156856125171309,82624,0.000929709997138846
"227",1944,11,43470,0.0171767096901089,82624,0.00177016981035534
"228",1944,12,43775,0.0403362247884465,82624,0.00328054676713546
"229",1945,1,45886,0.0201291372549943,86791,0.00876544946934705
"230",1945,2,46882,0.0622679206874855,95453,0.00502229767119839
"231",1945,3,49593,-0.0389497303242579,95453,0.00143281972826627
"232",1945,4,47434,0.0779534196881604,95453,0.0048883949868595
"233",1945,5,51188,0.0173492134867025,95453,0.000983116285360335
"234",1945,6,52020,0.00386834224686836,95453,0.0053733980957885
"235",1945,7,52081,-0.0217006022409819,95453,-0.000835936898705122
"236",1945,8,50935,0.0620792152929605,111272,-0.000130172899241498
"237",1945,9,53903,0.0476614525143575,111272,0.00186320857186893
"238",1945,10,56324,0.0389057509506007,111272,0.0039202941696141
"239",1945,11,58552,0.053883379031322,111272,0.00374935380496082
"240",1945,12,61285,0.0119620443813327,111272,0.00536304635307355
"241",1946,1,62862,0.0624130095322386,126260,0.0116985321402447
"242",1946,2,67168,-0.0582378657784615,126260,0.00692124408364407
"243",1946,3,63133,0.0587178153396314,126260,0.00142787626620228
"244",1946,4,66781,0.0422478066308313,126260,-0.0106997262495565
"245",1946,5,69674,0.0393393035127694,126260,0.00272242850421274
"246",1946,6,72521,-0.0388785847320054,129034,0.00338488843285878
"247",1946,7,69565,-0.0269183018429127,131951,-0.00348846168115755
"248",1946,8,68013,-0.0644134264348071,133174,-0.00148577170028534
"249",1946,9,63453,-0.10165582053207,135515,-0.00259961119584548
"250",1946,10,56887,-0.0143540447623257,136954,0.00433707604192503
"251",1946,11,56017,-0.000171160700445725,138731,-0.00273854913275476
"252",1946,12,55662,0.0495975705128675,142004,0.00602204282557181
"253",1947,1,58447,0.0125131559162386,145136,0.00200784985976601
"254",1947,2,59255,-0.0107765763151253,149083,0.00189076666906287
"255",1947,3,58293,-0.0167204556315131,151224,0.00230138025014746
"256",1947,4,57258,-0.0479818176602872,151224,-0.000381660248431654
"257",1947,5,54483,-0.00974973386201384,150771,0.00138190049219412
"258",1947,6,53647,0.0528657412443137,147854,-0.00128432590663763
"259",1947,7,56400,0.0413312627520372,143293,0.00107701411902186
"260",1947,8,58744,-0.0174197719985038,148809,0.00315458033813345
"261",1947,9,57644,-0.00500372653413846,144338,-0.00018424542068201
"262",1947,10,57193,0.024775408257745,149452,-0.00539493613865254
"263",1947,11,58534,-0.0196930219107028,150919,-0.00351754900362777
"264",1947,12,57022,0.0299730729019829,143813,-0.00554608369999639
"265",1948,1,58780,-0.0392708645953781,149937,0.000741164612009044
"266",1948,2,56528,-0.043769242707158,146038,0.0015521835376943
"267",1948,3,53802,0.0807034068130593,147888,0.00178673890647179
"268",1948,4,57920,0.0364322165847907,146980,0.00107159470477004
"269",1948,5,60096,0.073132025642094,145203,0.00486741363052279
"270",1948,6,64214,-0.000965015185049598,140367,-0.00321754699631395
"271",1948,7,63913,-0.0506915452903685,146150,-0.000675779453433459
"272",1948,8,60656,0.00240310837867807,146150,8.27670575805679e-05
"273",1948,9,60495,-0.0301793394502625,135043,0.000340548982455218
"274",1948,10,58433,0.0596321443784845,145173,0.000725021765394639
"275",1948,11,61786,-0.0935858519525333,148977,0.00191964014939622
"276",1948,12,55456,0.0320835413149283,146587,0.00227156265167853
"277",1949,1,57108,0.00230717306996638,145223,0.00238497157700089
"278",1949,2,57287,-0.0292517982955199,147678,0.00149373004446363
"279",1949,3,55402,0.0403853817030022,146952,0.00146289037989752
"280",1949,4,57400,-0.0186506768171758,151644,0.000425856726177758
"281",1949,5,56330,-0.0295732284485094,146639,0.000788280480738412
"282",1949,6,54425,0.00098757400952802,140534,0.00566908267180398
"283",1949,7,54166,0.0554054414666452,145559,0.00269333409724236
"284",1949,8,57245,0.0260320153926347,150454,0.00308400731667885
"285",1949,9,58401,0.0309142466653821,144016,0.000527573626499139
"286",1949,10,60300,0.0314236042877678,151561,0.000637420306817717
"287",1949,11,62115,0.0182440461020628,150161,0.00105881761605477
"288",1949,12,62529,0.051238973919013,140868,0.00238352531837252
"289",1950,1,65942,0.0169882636728593,148081,-0.00295756530458405
"290",1950,2,67232,0.0147387181118814,145730,-0.000763853259650038
"291",1950,3,67878,0.0126663960362573,141475,-0.00129710650849479
"292",1950,4,68778,0.0394163685057815,146167,-0.00118951634715223
"293",1950,5,71446,0.0430254445668294,144434,0.00024762541060069
"294",1950,6,74210,-0.0592616367026967,140642,-0.001581183870063
"295",1950,7,69538,0.0136255375374028,151015,0.0010360681239996
"296",1950,8,70560,0.0485314199485409,149516,7.70203881357446e-05
"297",1950,9,73399,0.0480396080187295,137347,-0.00219887136874486
"298",1950,10,76773,-0.00183829021096301,147532,-0.00134729937216333
"299",1950,11,76714,0.0275686955895253,148231,0.000264122195756623
"300",1950,12,77633,0.0554012920312698,140525,0.000134932091372354
"301",1951,1,82742,0.0569892296377573,146377,0.00109547107097017
"302",1951,2,87569,0.0140993858813132,147077,-0.000775756950592547
"303",1951,3,88484,-0.0215206748583447,147386,-0.00882977749150123
"304",1951,4,86702,0.0486206970593215,149480,-0.00478127024369414
"305",1951,5,91011,-0.0233539221648677,134396,-0.00152540237693756
"306",1951,6,88432,-0.0262139387246704,123725,0.000498376214406951
"307",1951,7,86281,0.0693989167430437,126881,0.00330565291793649
"308",1951,8,92262,0.0428072175400551,133810,0.00523104541185337
"309",1951,9,95570,0.00700340946346086,132840,-0.00433126402587097
"310",1951,10,96016,-0.0252438269835459,120834,-0.00013101636479716
"311",1951,11,93506,0.00566667458399986,136583,-0.00163307418569002
"312",1951,12,93511,0.0332231952491431,135609,-0.0027294934975186
"313",1952,1,98118,0.0145922059363738,137678,0.00273207718080231
"314",1952,2,99668,-0.0262481632597606,136755,-0.000301993628523271
"315",1952,3,96479,0.0443797666922726,135888,0.00384085739930384
"316",1952,4,100749,-0.0497449928342584,134487,0.00533479327848417
"317",1952,5,95755,0.0319574743195684,137112,-0.000309206170183499
"318",1952,6,98306,0.038298117674867,131342,-0.00172370480332887
"319",1952,7,101947,0.0090812374491943,138548,-0.00201956253676704
"320",1952,8,102946,-0.00763746036830743,136458,-0.0028561977784703
"321",1952,9,101538,-0.0202967009994511,126859,-0.00394977572912683
"322",1952,10,99490,-0.00648645274889455,137770,0.00456144092966974
"323",1952,11,98695,0.0594049368003089,140227,-0.000344005569435986
"324",1952,12,103765,0.0291688555211199,142382,-0.00179647073767119
"325",1953,1,108488,-0.00339511495817625,142773,-0.000234644832840943
"326",1953,2,108236,-0.00272215788957589,134205,-0.00311910853826385
"327",1953,3,107343,-0.0143417936352535,139743,-0.0023925210530438
"328",1953,4,105594,-0.028282702448759,140149,-0.00573358533080864
"329",1953,5,102766,0.00520700913313879,135658,-0.00772108012768064
"330",1953,6,103005,-0.018863893671009,139243,0.00847058521350373
"331",1953,7,100894,0.0240616260965049,141722,0.00268746155733902
"332",1953,8,103302,-0.0451519733799721,144770,0.000202483558881674
"333",1953,9,98056,0.0021626495733106,137408,0.0111338971832666
"334",1953,10,97988,0.0459675606571258,146658,0.00354211902051439
"335",1953,11,102411,0.0282517169865908,136225,-0.000941351414698477
"336",1953,12,104571,0.00053067255392702,147014,0.00739325496033711
"337",1954,1,106086,0.0513241400518552,148527,0.00563609353344375
"338",1954,2,111558,0.0166900861289041,140437,0.00513509814923489
"339",1954,3,112697,0.0365294039735756,140786,0.00285115705920404
"340",1954,4,116450,0.0427442982603053,144176,0.0048047891470758
"341",1954,5,121491,0.0309489185045333,140160,-0.0062133196423359
"342",1954,6,124573,0.0107599035609922,142737,0.0062433562848953
"343",1954,7,125583,0.0499335098699121,144281,0.00166969064922755
"344",1954,8,131807,-0.0234089427118203,143724,-0.00178408287573613
"345",1954,9,127823,0.0639423041222583,147873,-0.000723800008015662
"346",1954,10,135723,-0.0167172827979673,147909,-0.000944924245828854
"347",1954,11,133358,0.0937550080510644,150597,-0.00150001120767933
"348",1954,12,144624,0.0549215296719016,134747,-0.000462857380846327
"349",1955,1,156482,0.006044758220754,151767,-0.00479228320060092
"350",1955,2,157341,0.0301679282261516,144788,-0.00437964044325013
"351",1955,3,161641,-0.00147875044588056,145720,0.00172106779798518
"352",1955,4,161017,0.0310835512806455,147281,-0.00171711582060076
"353",1955,5,166125,0.0093319351080623,145129,0.00211440394661921
"354",1955,6,166819,0.0656527147775979,149157,-0.00358309339605852
"355",1955,7,177121,0.0189778906307304,149169,-0.00627278181504468
"356",1955,8,181115,0.00210251426552192,142577,0.000479270189353121
"357",1955,9,180892,-0.00365383122434598,152938,0.00447373224187187
"358",1955,10,179595,-0.0267533342837178,153056,0.00322262840742212
"359",1955,11,175125,0.0703167843304901,154525,-0.00454864460275036
"360",1955,12,186333,0.0148808893734188,143926,-0.00129235291688159
"361",1956,1,193170,-0.0304126479685679,155227,0.00533464356256772
"362",1956,2,187548,0.0377615554138673,156918,-0.00105452158422233
"363",1956,3,194136,0.0663660164988584,143747,-0.00851765803480421
"364",1956,4,207597,0.00280681911927347,153085,-0.00300444579346093
"365",1956,5,208374,-0.051950182906696,151592,0.00760922563673017
"366",1956,6,196883,0.034766649422172,148731,-0.000245591968774499
"367",1956,7,203434,0.0488858465273112,147131,-0.0081611638690378
"368",1956,8,213560,-0.0318138688604618,147705,-0.00772988627743001
"369",1956,9,205905,-0.0513635877984019,149913,0.0021558617060295
"370",1956,10,195911,0.00517291432339059,148310,-0.00234648673526667
"371",1956,11,196862,0.00361764822740422,142472,-0.00394820101403434
"372",1956,12,196530,0.0315031252544157,151274,-0.0050466657319698
"373",1957,1,206654,-0.035663590602057,152341,0.0140025607370839
"374",1957,2,199841,-0.0206449049179131,145137,-0.00381233839234172
"375",1957,3,195558,0.0212657236735527,149639,0.00112553590894954
"376",1957,4,199773,0.0423904305218554,151805,-0.00603418604539771
"377",1957,5,208916,0.0344736135736946,148793,-0.0044262809028543
"378",1957,6,216169,-0.00744132452240472,148828,-0.00787359467968595
"379",1957,7,214600,0.00661666120118875,138475,0.000169578868581332
"380",1957,8,216803,-0.0511314265962023,135826,0.00239593818823642
"381",1957,9,205356,-0.0597966951172228,151249,-0.00241835425804931
"382",1957,10,193001,-0.0428649029670006,153849,0.000913336308518743
